4814,6011,4829,5499,5541,5200,5732,6010,5331,5912,5411,5812,6012,5719,5722,5621,5814,5921,5941,5691,5813,5211,4812,5945,5983,5999,5943,5533,6300,7832,8099,5992,3501,6536,7997,5641,4722,5661,5651,7011,5699,5942,7298,7999,5712,5511,5422,5399,4900,7538,5949,5977,5948,5631,5311,5462,4112,8999,8021,5714,5251,4789,7542,5947,3000,8043,5944,5734,5611,5532,4816,7311,5655,6051,7994,5995,5309,5964,8299,8244,4111,4511,9399,5441,7922,5261,7699,7995,7629,5816,5735,5039,5300,5199,4121,5065,7399,7299,8011,7230,9222,5946,5131,5994,5231,8071,5094,5047,5072,7210,5976,5045,7932,4215,5542,5099,5713,4899,7933,5681,5193,1711,6211,8398,5599,5993,8062,5169,4214,5733,5013,7221,5571,7993,5971,5968,7372,5074,5044,5811,5111,8641,7512,7523,9311,8220,7991,7996,4784,5931,7841,3351,4411,1799,5192,5122,742,6513,7278,5969,5970,4131,5965,7395,5950,5085,7273,5137,5310,7531,7829,7375,2741,5172,8699,7216,5451,5967,7338,9402,5697,1731,5940,9211
-11098744.26,-193903951.98,-180897294.81,-4147605.65,-7231010.66,-536617.54,-2744684.48,170066142.49,-2545516.63,-2610702.32,-20130237.65,-3109574.41,1121839.63,-458211.74,-2468373.29,-470951.93,-1161198.66,-1159495.78,-960581.56,-2280725.22,-151049.06,-3634034.1,-1152698.08,-792859.68,-1180601.81,-1448513.47,-31611.27,-908375.03,-221825.06,-275124.67,-877462.43,-281660.3,-33577.34,-29376.58,-56709.37,-1029832.1,-3432558.62,-1572719.59,-624553.27,-3007119.95,-469569.54,-173353.02,-100280.14,0.0,-820176.1,-1035558.74,-45850.37,-125916.37,-441597.58,-498813.41,-34362.51,-1586211.25,-21336.2,-66670.01,-1319441.62,-2201.0,-2317617.32,-803799.78,-1182901.38,-16485.02,-200026.44,-32438.66,-23806.71,-252094.4,-2352125.13,-299582.7,-1780447.26,-47164.23,209.32,-4042.65,-137625.22,-218844.8,-33464.15,-676782.93,-171688.56,-138871.05,-229468.8,-291001.3,0.0,0.0,-27400.17,-1999796.87,-33688.74,-12874.71,-54823.25,-2369254.48,0.0,-310636.0,0.0,0.0,-161346.58,-141319.75,-456847.14,0.0,-28431.05,0.0,-126602.92,-31981.84,-30319.86,-252530.09,0.0,0.0,0.0,-38678.94,-2987.07,-74115.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-26271.82,-45783.0,-6859.93,0.0,-110813.47,-13205.98,-819759.26,0.0,0.0,-1335198.72,0.0,-30544.45,-1504.76,-4491.83,0.0,0.0,0.0,-8085.3,-20994.15,0.0,0.0,0.0,0.0,-152197.41,0.0,0.0,-20662.43,0.0,0.0,0.0,-673.77,0.0,-74092.09,0.0,-4491.83,-1792.69,0.0,-6715.29,0.0,0.0,-1456027.19,0.0,-100813.54,-12352.54,0.0,0.0,0.0,-1591.46,-15564.2,0.0,0.0,0.0,0.0,-8189.51,-98168.98,-59050.52,0.0,0.0,0.0,0.0,-6647.91,0.0,0.0,-8669.23,-30309.53,0.0,0.0,0.0,0.0,0.0,0.0
-7881825.53,-120161054.31,-97149580.16,-4482177.03,-5309688.34,-710604.61,-2320706.36,119304918.65,-2989816.32,-1977577.33,-20265652.1,-3376053.91,789290.04,-117579.76,-4372263.03,-651763.85,-1207154.45,-1204353.25,-1621459.34,-4007005.75,-491440.04,-6369641.03,-1618010.98,-832445.31,-1354281.38,-1883010.83,-113969.22,-1521858.59,-15037.3,-247455.02,-1119438.53,-202099.63,-13475.49,0.0,0.0,-1096504.38,-2555356.93,-3322561.55,-2251023.89,-1177916.13,-717143.34,-180071.46,-59741.36,-206352.05,-2942048.83,-671761.26,-33658.87,-345356.71,-100581.99,-140948.95,0.0,-1837197.72,-128893.11,-289227.02,-930508.06,0.0,-827955.93,-963973.99,-345668.9,-39050.18,-557735.45,-12585.43,-24480.48,-254758.72,-2811033.1,-63548.19,-3134945.81,-31442.82,-419357.39,0.0,-197117.3,-50151.32,-296460.89,-165786.54,-399441.29,-64237.69,-1449580.29,-467385.86,0.0,0.0,-38180.56,-2190593.72,-11454.17,-37911.06,-9882.03,-959324.52,0.0,-439476.1,0.0,0.0,-179718.19,-3323.96,-351094.59,-15047.64,-68046.08,0.0,-218838.88,-155933.94,-32992.51,-557788.22,0.0,0.0,-37731.38,-6996.7,-177057.9,0.0,-321329.91,0.0,0.0,-51577.46,-46692.59,-165748.58,0.0,0.0,-15715.57,0.0,0.0,-34789.23,0.0,-2482859.89,-25131.8,0.0,0.0,-449200.44,0.0,-39352.94,-4491.83,-37102.53,0.0,0.0,0.0,-5839.38,0.0,-16821.91,-46849.8,-17632.24,0.0,0.0,0.0,-21852.76,0.0,0.0,0.0,-40213.11,0.0,0.0,-38180.57,0.0,-19879.5,0.0,0.0,0.0,0.0,0.0,0.0,-5962.91,0.0,0.0,-25475.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-94328.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6019.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-6777480.45,-127890540.88,-68308932.01,-3562009.17,-5298344.75,-396911.26,-2758645.75,65082198.15,-1863514.46,-1851814.62,-16760428.14,-5556217.5,194118.98,-465353.75,-5592995.09,-586685.08,-1173995.2,-788192.92,-1380233.13,-4320512.87,-265152.82,-1970895.56,-2317170.59,-579368.09,-1358907.28,-3428176.9,-134652.97,-1923012.37,-4242.76,-269285.3,-108814.62,0.0,-104227.34,486577.64,-74822.68,-1081488.43,-233045.2,-2360646.37,-685441.83,-909819.59,-502882.78,-163086.74,-6737.75,-8983.66,-1325292.43,-746789.46,-25648.36,-96458.26,-316833.81,-23408.06,-126950.39,-1281867.89,-270543.0,-364107.86,-1231207.66,0.0,-1172668.33,-292975.0,-373608.09,-52171.49,-68275.85,-11825.64,-58438.73,-200210.6,-1204619.39,-679288.23,-3277705.18,-404426.99,-220099.75,0.0,-287032.09,-133079.75,-155120.91,-271252.72,-43633.19,-259178.25,-704562.65,-236395.67,0.0,0.0,-2353.5,-3371568.77,-105611.04,0.0,-17293.55,-1426586.14,0.0,-1002056.2,0.0,0.0,-106658.53,-30465.85,-312361.97,0.0,0.0,-513152.23,-30045.64,-78607.05,-10106.62,-279470.53,0.0,0.0,0.0,-22765.5,-968130.07,0.0,-829.19,0.0,0.0,0.0,0.0,-36675.58,0.0,-4123.5,-13340.74,-7209.39,0.0,-30769.05,0.0,-280739.47,-21336.2,0.0,0.0,0.0,0.0,-118051.85,0.0,0.0,0.0,-10106.62,0.0,0.0,0.0,-20190.78,0.0,-26613.21,-14947.69,0.0,0.0,0.0,0.0,-2582.8,0.0,-2245.92,-33688.74,0.0,-5614.79,-94328.46,-33323.56,-44514.05,-2897.23,0.0,-98983.8,0.0,-16821.91,0.0,0.0,0.0,0.0,0.0,-950.92,-2353.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-132491.29,-2683.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-9277943.73,-204255192.62,-172072490.22,-3299312.93,-4790128.09,-294154.77,-1646357.34,196669796.08,-2208494.36,-2461989.5,-17569570.07,-2647853.62,823657.49,-43952.57,-2492609.89,-392327.79,-1082181.96,-631734.16,-653008.78,-2529335.54,-80181.43,-2657797.15,-2320994.5,-633607.2,-1007349.42,-1851203.08,-70097.97,-1480611.25,-729837.29,-216749.52,-306387.82,-84828.24,-40426.49,1122957.89,-207747.21,-613491.88,-1127713.15,-1286712.55,-1772269.19,-2538738.25,-483078.97,-111732.73,-269397.6,-6056.56,-1880258.22,-732199.98,-24570.32,-398283.09,-693533.84,-846328.88,-11653.61,-1258034.01,-288656.77,-228499.46,-1796091.63,-16889.29,-1172529.05,-558822.0,-443568.37,-22459.16,-438986.68,-88185.43,-23043.1,-258827.89,-6143429.95,-16148.13,-3314596.83,-958332.25,-147016.52,0.0,-189308.25,-154878.39,-612674.59,-557180.71,-374967.98,-84783.3,-537808.79,-499030.58,0.0,0.0,-33140.51,-5479116.59,-14396.99,-33306.93,-105558.04,-838197.32,0.0,-2575692.65,0.0,0.0,-12509.74,-21448.5,-871379.62,0.0,-37894.21,-30319.86,-104881.57,-38921.72,-26950.99,-235955.91,-4491.83,-7859806.84,0.0,-9253.17,-21223.9,-35934.65,-3336.31,0.0,0.0,0.0,0.0,0.0,0.0,-372777.1,-10140.31,-34474.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-243.01,0.0,-11907.17,0.0,0.0,0.0,0.0,-6737.75,0.0,0.0,0.0,0.0,0.0,-12275.06,-3750.68,0.0,-28860.01,-1527.22,0.0,-548.68,-45592.09,0.0,0.0,-26950.99,0.0,-60176.16,0.0,0.0,-100935.95,0.0,0.0,-10780.4,0.0,0.0,0.0,0.0,-90309.85,0.0,0.0,0.0,0.0,0.0,0.0,-11454.17,0.0,0.0,0.0,0.0,0.0,0.0,-35934.65,0.0,0.0,-25358.19,-11608.69,0.0,0.0,-7636.11,0.0,0.0,0.0
-9999757.21,-199488933.68,-199182419.68,-3908193.14,-6192690.42,-839272.02,-1217771.71,270352464.47,-1668222.26,-2271986.37,-16254748.72,-2865906.85,1759046.16,-233620.16,-2751618.92,-644605.22,-1118860.67,-537551.59,-941260.13,-2211887.24,-139985.02,-2513200.65,-849981.85,-848712.05,-1907844.38,-2247217.78,-75968.09,-776509.42,-1354643.18,-304180.56,-404948.72,-165860.88,-313080.66,1698706.04,-446824.94,-1001005.76,-2612874.39,-1429955.04,-893943.46,-4299683.11,-297823.7,-148518.6,-306028.49,-116787.62,-3836679.93,-1187929.53,-8636.44,-362763.46,-2892686.96,-117453.99,-3795.6,-1336589.41,-105782.64,-88399.25,-1176613.91,-132951.03,-1775428.09,-640565.49,-643140.45,-68073.71,-86153.33,-232518.95,-41252.98,-640655.56,-4888415.37,-2944752.66,-1201767.08,-496550.41,-362311.14,-911509.4,-428105.04,-525356.84,-556773.73,-332575.44,-193259.48,-191256.58,0.0,-481666.49,0.0,0.0,-41427.27,-2312007.68,-48329.63,-8484.62,0.0,-1011104.32,0.0,-801118.18,0.0,0.0,-304748.33,0.0,-758061.47,-282985.39,-11903.35,-95854.11,-239433.71,-6737.75,-5614.79,-214664.63,0.0,0.0,0.0,-21921.04,0.0,0.0,-59853.66,0.0,0.0,0.0,0.0,-2245.92,0.0,-16435.61,0.0,0.0,0.0,-55496.57,-4795.03,0.0,-35260.88,-3818.06,0.0,0.0,0.0,-15249.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-341417.37,0.0,0.0,-1459.85,-2852.31,0.0,-78607.05,-19876.35,0.0,0.0,-19950.7,-8983.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-28298.54,0.0,0.0,-301721.27,-37843.68,0.0,0.0,0.0,-44806.02,0.0,-19090.28,-215213.08,-3368.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-741.15,-25024.44,0.0,0.0,0.0,0.0,-1024151.97,0.0
-9501177.22,-251464956.83,-175836600.37,-3371699.94,-4858908.3,-637555.32,-1638816.66,208358266.71,-2155793.01,-1924142.57,-17135211.77,-1780696.79,-33412.02,-57139.47,-887601.67,-497816.88,-1026714.63,-495839.08,-4125533.9,-2986156.34,-71217.99,-3036425.81,-4056861.68,-200354.33,-937086.13,-2027666.63,-915318.48,-1422334.63,-202692.1,-60415.14,-463411.03,-156630.17,0.0,1392377.95,-10106.63,-1101095.89,-494134.71,-1496285.26,-887069.8,-3329256.59,-883452.97,-360468.37,-49297.85,-4491.83,-944672.83,-115237.95,0.0,-60707.98,-360733.15,-12015.65,-58562.25,-888571.44,-346493.15,-90690.07,-788531.56,0.0,-1892207.59,-895908.59,-188432.33,-48399.49,-103835.43,-44918.32,-19629.3,-127253.59,-2785424.73,-66389.27,-1182724.4,-607295.63,-735413.89,0.0,-116630.4,-128017.22,-518862.69,-869195.9,-164856.04,-124555.55,-56086.79,-433768.8,0.0,0.0,-38207.29,-1736730.06,-30168.71,-3413.79,0.0,-1319554.78,-202006.87,-1777983.3,0.0,0.0,-221537.12,-45592.09,-363902.37,0.0,-10308.75,0.0,-290595.45,-73560.26,-111692.09,-94687.8,-57270.85,0.0,0.0,0.0,0.0,0.0,3158.43,0.0,0.0,0.0,0.0,-40456.13,0.0,0.0,-69595.54,0.0,0.0,-44918.32,-17967.33,-386971.29,-5431.07,0.0,-556762.52,-1404.82,0.0,0.0,-22167.19,-5168.75,0.0,0.0,0.0,0.0,-31037.88,-6063.97,0.0,0.0,-2399.09,0.0,-8983.66,0.0,-1661.98,0.0,-1468959.4,-21448.5,-69061.9,0.0,-17967.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-77484.1,0.0,-32857.75,0.0,0.0,-16282.89,0.0,0.0,-27557.38,0.0,-7636.11,0.0,0.0,0.0,0.0,-117658.59,0.0,0.0,0.0,-81991.2,0.0,-108283.46,0.0,0.0,0.0,0.0,0.0,0.0
-9553618.6,-177113260.22,-185163169.67,-3556585.73,-4638485.66,-917291.51,-2444003.1,179481353.82,-1890827.54,-1948136.99,-18688963.83,-3455803.44,20493.32,-467262.78,-2495868.25,-1164855.45,-1274380.02,-649042.27,-1890348.23,-2226136.22,-149759.23,-589521.88,-848881.61,-431180.35,-837364.11,-2030418.35,-75840.09,-1370414.69,-79688.69,-191576.61,-926399.84,-137393.0,-6737.75,451945.63,-3818.06,-1032970.98,-514308.42,-1522338.98,-2537234.22,-627854.29,-1365813.68,-153031.08,-66681.23,-67377.47,-1161205.15,-1576996.27,-9208.25,-1828194.52,-767535.64,-606087.55,-4716.42,-2480171.97,-2460220.16,-682098.1,-2044068.34,-23031.19,-2460791.04,-729666.59,-1290165.19,-111242.45,-163420.92,-54396.08,-9657.44,-175772.78,-11955750.81,-3779582.47,-3522402.21,-204852.46,-39191.24,-422456.76,-203361.15,-137247.93,-214195.26,-170120.71,-113918.23,-105050.47,-702594.99,-1524227.56,0.0,0.0,0.0,-2297167.58,-179257.29,0.0,0.0,-1035430.49,-468250.98,-222281.65,0.0,0.0,-91161.72,0.0,-318713.19,0.0,-95451.42,0.0,-217571.07,0.0,-172935.52,-336775.06,0.0,-13475.49,0.0,0.0,0.0,-22459.16,0.0,0.0,0.0,0.0,0.0,-27582.77,0.0,-335969.01,-45999.05,0.0,0.0,0.0,-8983.66,-561.48,0.0,0.0,-24051.51,-1391.79,0.0,-3431.76,0.0,0.0,0.0,-29017.23,0.0,0.0,0.0,0.0,0.0,-1729.36,0.0,-45165.37,0.0,-135523.04,0.0,0.0,-39303.53,-1010.66,0.0,0.0,-626357.83,0.0,0.0,0.0,0.0,-56211.45,0.0,0.0,0.0,-2941.48,-13475.49,0.0,0.0,-87424.97,0.0,0.0,0.0,0.0,-145527.7,0.0,-7636.11,0.0,0.0,0.0,0.0,0.0,0.0,-6647.91,0.0,0.0,-22683.53,0.0,0.0,0.0,0.0,0.0,-3368.87,0.0
-9073923.48,-187645021.71,-179650920.1,-4315935.68,-6635214.21,-661805.55,-1361900.63,180655141.43,-2318503.8,-2859374.38,-22226009.12,-6128842.97,1867007.33,-227151.92,-2912479.56,-984535.58,-1490521.73,-767620.25,-1433360.98,-2469283.75,-361178.97,-2010312.94,-2075596.75,-617905.13,-976669.96,-1630704.63,-119644.43,-1727831.29,-109460.32,-434225.35,-520872.78,-124872.92,-289049.36,305718.1,-36720.73,-1222228.47,-110759.58,-2150374.48,-1298834.65,-1812580.24,-652933.08,-125849.89,-285905.08,-99943.25,-493995.46,-1271238.64,-12303.13,-342262.75,-346207.7,-2245.92,-18191.92,-927118.54,-1413309.88,-167006.29,-1571920.72,-22909.25,-902195.58,-745993.71,-1328279.53,-13116.15,-223818.98,-150652.44,-21785.38,-482955.22,-394023.46,-1193636.86,-1355949.19,-820612.71,-97248.15,0.0,-137237.81,-182952.36,-309498.42,-495800.97,-178094.84,-233606.48,-224232.44,-1093190.96,0.0,0.0,-13130.74,-1095915.28,-82818.14,-28309.54,-59516.77,-734201.31,-11656.3,-240764.9,0.0,0.0,-183042.12,-61066.45,-351084.48,0.0,-16350.27,0.0,-329219.57,-23963.92,-39078.94,-575929.17,0.0,0.0,0.0,0.0,-33935.79,0.0,0.0,0.0,-100661.94,0.0,-3750.68,-42672.4,-5390.2,-162019.92,-97796.37,0.0,0.0,-13475.49,0.0,-761365.45,-37506.79,0.0,-1524062.27,-1065.69,-27007.14,0.0,-159460.03,0.0,0.0,0.0,-41729.12,0.0,0.0,-32318.73,0.0,0.0,0.0,-51790.82,0.0,0.0,-71164.54,0.0,0.0,-9691.12,0.0,0.0,0.0,-11229.58,0.0,-257157.36,-51656.06,0.0,0.0,0.0,0.0,0.0,-24255.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-65041.72,0.0,-17080.87,-76922.62,0.0,0.0,-85344.8,0.0,0.0,0.0,0.0,0.0,0.0,-35033.81,0.0,0.0,0.0,0.0,0.0,0.0
-7641198.72,-218364236.69,-99051528.65,-3892332.38,-6325617.34,-916598.67,-2371043.37,102453874.26,-4106366.44,-1862291.17,-23288940.45,-3916080.49,55388.77,-1349498.92,-2449925.12,-2909991.3,-1568579.5,-1081860.99,-1045675.92,-3115461.6,-134656.8,-3944723.55,-7352835.36,-1004434.18,-1529008.01,-4104499.08,-257807.98,-492494.51,-283430.08,-261469.53,-676739.78,-111285.14,-55172.71,127792.61,-970460.2,-1945065.69,-92145.66,-3197647.07,-4202559.83,-738573.22,-977465.0,-345305.05,-163839.55,-193002.77,-2831358.64,-903680.14,0.0,-1009485.48,-598360.93,-68786.78,0.0,-2118364.82,-241525.78,-101148.41,-1701072.09,-33616.87,-280814.04,-124765.77,-97697.34,0.0,-67523.45,-199026.07,-68500.44,-45929.87,-936771.47,-833549.18,-2396395.27,-172239.27,-188656.92,0.0,-124535.79,-87076.41,-227814.46,-109612.15,-101556.95,-232835.91,-190312.17,-859544.06,0.0,0.0,-194618.25,-862867.6,-11229.58,-1437.39,-195619.27,-3288462.0,-26928.53,-1400747.56,0.0,0.0,-99269.47,-36743.18,-1047750.26,0.0,-10443.51,0.0,-168378.78,-22459.16,-28523.13,-406331.1,0.0,-18641.1,0.0,0.0,-143671.23,0.0,0.0,0.0,0.0,0.0,-2695.1,-123005.22,-52105.25,-135428.72,-68544.22,0.0,0.0,0.0,0.0,-112071.2,-13250.9,0.0,0.0,-5970.55,0.0,0.0,0.0,0.0,0.0,0.0,-6400.86,0.0,0.0,0.0,-15721.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23052.08,0.0,0.0,0.0,0.0,-263102.97,0.0,-17720.27,0.0,0.0,0.0,0.0,-4491.83,-21673.09,0.0,0.0,0.0,0.0,-683283.94,0.0,0.0,-35696.81,0.0,0.0,-25625.9,0.0,-31442.82,0.0,0.0,0.0,0.0,0.0,0.0,-15609.12,-17436.84,0.0,0.0,0.0,0.0,0.0,0.0
